order_id,line_no,sku_id,qty,order_time,pick_start,pick_end,check_time,ship_time,loc_id,picker
SO202606140139,1,SKU0025,1,2026-06-14 12:59:08,2026-06-14 13:21:55,2026-06-14 13:23:43,2026-06-14 13:25:09,2026-06-14 13:42:22,L0718,黄成
SO202606140139,2,SKU0028,5,2026-06-14 12:59:21,2026-06-14 13:28:07,2026-06-14 13:28:55,2026-06-14 13:30:17,2026-06-14 14:07:08,L0243,万帅
SO202606140140,1,SKU0052,4,2026-06-14 13:01:20,2026-06-14 13:27:17,2026-06-14 13:29:08,2026-06-14 13:30:26,2026-06-14 14:12:47,L0793,万帅
SO202606140141,1,SKU0092,1,2026-06-14 13:05:13,2026-06-14 13:42:11,2026-06-14 13:43:44,2026-06-14 13:45:25,2026-06-14 14:00:22,L0749,张晨
SO202606140141,2,SKU0198,5,2026-06-14 13:05:21,2026-06-14 13:49:02,2026-06-14 13:50:31,2026-06-14 13:51:29,2026-06-14 14:04:25,L0478,陈云
SO202606140142,1,SKU0145,1,2026-06-14 13:06:29,2026-06-14 13:44:59,2026-06-14 13:46:45,2026-06-14 13:47:43,2026-06-14 13:58:58,L0800,何丽
SO202606140142,2,SKU0377,2,2026-06-14 13:06:51,2026-06-14 13:46:36,2026-06-14 13:47:46,2026-06-14 13:49:10,2026-06-14 14:17:21,L0387,田桂兰
SO202606140143,1,SKU0032,4,2026-06-14 13:13:05,2026-06-14 13:37:33,2026-06-14 13:38:16,2026-06-14 13:39:10,2026-06-14 13:53:17,L0066,张瑜
SO202606140144,1,SKU0407,4,2026-06-14 13:16:30,2026-06-14 13:34:59,2026-06-14 13:36:40,2026-06-14 13:38:24,2026-06-14 13:57:44,L0758,孙桂英
SO202606140145,1,SKU0407,2,2026-06-14 13:21:27,2026-06-14 13:59:51,2026-06-14 14:01:44,2026-06-14 14:02:40,2026-06-14 14:41:41,L0758,李辉
SO202606140146,1,SKU0180,1,2026-06-14 13:28:42,2026-06-14 13:43:09,2026-06-14 13:44:33,2026-06-14 13:45:25,2026-06-14 13:54:32,L0429,阎玉梅
SO202606140147,1,SKU0429,5,2026-06-14 13:31:11,2026-06-14 13:42:18,2026-06-14 13:44:02,2026-06-14 13:45:06,2026-06-14 14:03:26,L0755,万帅
SO202606140148,1,SKU0145,3,2026-06-14 13:31:07,2026-06-14 13:57:04,2026-06-14 13:59:00,2026-06-14 13:59:39,2026-06-14 14:33:58,L0800,刘艳
SO202606140149,1,SKU0203,4,2026-06-14 13:34:28,2026-06-14 14:02:32,2026-06-14 14:05:53,2026-06-14 14:07:10,2026-06-14 14:16:53,L0640,万帅
SO202606140150,1,SKU0205,4,2026-06-14 13:35:08,2026-06-14 14:05:33,2026-06-14 14:09:31,2026-06-14 14:10:56,2026-06-14 14:16:48,L0795,黄利
SO202606140151,1,SKU0308,3,2026-06-14 13:38:14,2026-06-14 14:00:29,2026-06-14 14:02:50,2026-06-14 14:03:51,2026-06-14 14:31:56,L0278,李英
SO202606140152,1,SKU0180,4,2026-06-14 13:40:04,2026-06-14 14:15:04,2026-06-14 14:17:30,2026-06-14 14:18:30,2026-06-14 14:34:08,L0429,张瑜
SO202606140152,2,SKU0145,4,2026-06-14 13:40:38,2026-06-14 14:13:28,2026-06-14 14:17:05,2026-06-14 14:18:24,2026-06-14 14:34:53,L0800,唐海燕
SO202606140153,1,SKU0438,4,2026-06-14 13:41:10,2026-06-14 14:16:32,2026-06-14 14:19:42,2026-06-14 14:20:50,2026-06-14 14:54:20,L0719,万帅
SO202606140153,2,SKU0332,5,2026-06-14 13:41:25,2026-06-14 14:23:11,2026-06-14 14:26:28,2026-06-14 14:27:34,2026-06-14 15:04:33,L0759,樊桂芳
SO202606140154,1,SKU0257,1,2026-06-14 13:41:14,2026-06-14 14:17:52,2026-06-14 14:21:08,2026-06-14 14:22:13,2026-06-14 15:04:39,L0715,樊桂芳
SO202606140154,2,SKU0161,4,2026-06-14 13:41:52,2026-06-14 14:12:49,2026-06-14 14:15:03,2026-06-14 14:16:36,2026-06-14 14:34:27,L0159,李辉
SO202606140154,3,SKU0191,2,2026-06-14 13:41:34,2026-06-14 14:01:44,2026-06-14 14:04:22,2026-06-14 14:04:59,2026-06-14 14:10:07,L0432,李英
SO202606140155,1,SKU0145,3,2026-06-14 13:48:31,2026-06-14 14:04:47,2026-06-14 14:08:16,2026-06-14 14:09:27,2026-06-14 14:21:43,L0800,张瑜
SO202606140156,1,SKU0143,4,2026-06-14 13:50:39,2026-06-14 14:06:17,2026-06-14 14:09:19,2026-06-14 14:10:26,2026-06-14 14:33:50,L0673,刘艳
SO202606140157,1,SKU0317,3,2026-06-14 13:55:13,2026-06-14 14:19:50,2026-06-14 14:23:05,2026-06-14 14:24:02,2026-06-14 14:38:10,L0677,刘艳
SO202606140158,1,SKU0206,1,2026-06-14 14:01:44,2026-06-14 14:16:35,2026-06-14 14:20:08,2026-06-14 14:21:06,2026-06-14 14:49:54,L0760,黄成
SO202606140159,1,SKU0156,2,2026-06-14 14:06:20,2026-06-14 14:25:39,2026-06-14 14:27:51,2026-06-14 14:28:57,2026-06-14 15:02:57,L0611,刘艳
SO202606140159,2,SKU0336,1,2026-06-14 14:06:46,2026-06-14 14:28:57,2026-06-14 14:30:37,2026-06-14 14:31:14,2026-06-14 15:15:15,L0185,张晨
SO202606140160,1,SKU0376,4,2026-06-14 14:08:31,2026-06-14 14:42:06,2026-06-14 14:44:10,2026-06-14 14:45:15,2026-06-14 15:10:42,L0271,田桂兰
SO202606140160,2,SKU0317,3,2026-06-14 14:08:11,2026-06-14 14:41:41,2026-06-14 14:44:49,2026-06-14 14:46:24,2026-06-14 15:09:13,L0677,姜琳
SO202606140161,1,SKU0178,2,2026-06-14 14:11:21,2026-06-14 14:45:58,2026-06-14 14:48:03,2026-06-14 14:49:28,2026-06-14 14:59:33,L0528,田桂兰
SO202606140162,1,SKU0245,1,2026-06-14 14:12:04,2026-06-14 14:22:29,2026-06-14 14:25:06,2026-06-14 14:26:04,2026-06-14 15:06:32,L0359,黄利
SO202606140162,2,SKU0080,5,2026-06-14 14:12:16,2026-06-14 14:45:23,2026-06-14 14:48:04,2026-06-14 14:48:46,2026-06-14 15:01:01,L0737,万帅
SO202606140163,1,SKU0274,1,2026-06-14 14:14:24,2026-06-14 14:24:44,2026-06-14 14:27:31,2026-06-14 14:28:34,2026-06-14 14:33:51,L0557,唐海燕
SO202606140164,1,SKU0190,3,2026-06-14 14:16:31,2026-06-14 14:37:42,2026-06-14 14:39:42,2026-06-14 14:40:41,2026-06-14 14:54:25,L0606,田桂兰
SO202606140164,2,SKU0371,5,2026-06-14 14:16:56,2026-06-14 14:29:51,2026-06-14 14:33:05,2026-06-14 14:33:50,2026-06-14 15:09:29,L0559,叶华
SO202606140165,1,SKU0220,4,2026-06-14 14:17:18,2026-06-14 14:50:33,2026-06-14 14:52:05,2026-06-14 14:53:03,2026-06-14 15:27:32,L0282,万帅
SO202606140166,1,SKU0033,2,2026-06-14 14:19:29,2026-06-14 14:36:36,2026-06-14 14:40:15,2026-06-14 14:42:04,2026-06-14 14:49:32,L0797,李辉
SO202606140167,1,SKU0214,1,2026-06-14 14:21:03,2026-06-14 14:48:46,2026-06-14 14:51:42,2026-06-14 14:53:31,2026-06-14 15:00:50,L0676,黄成
SO202606140167,2,SKU0420,1,2026-06-14 14:21:47,2026-06-14 14:38:22,2026-06-14 14:40:04,2026-06-14 14:40:58,2026-06-14 15:19:56,L0332,叶华
SO202606140167,3,SKU0249,3,2026-06-14 14:21:19,2026-06-14 14:42:56,2026-06-14 14:46:09,2026-06-14 14:47:05,2026-06-14 15:20:06,L0790,叶华
SO202606140168,1,SKU0495,2,2026-06-14 14:24:53,2026-06-14 15:03:06,2026-06-14 15:06:44,2026-06-14 15:08:17,2026-06-14 15:33:25,L0794,田桂兰
SO202606140168,2,SKU0217,2,2026-06-14 14:24:20,2026-06-14 15:07:14,2026-06-14 15:09:43,2026-06-14 15:11:08,2026-06-14 15:28:48,L0238,万帅
SO202606140169,1,SKU0381,1,2026-06-14 14:24:32,2026-06-14 14:41:50,2026-06-14 14:43:42,2026-06-14 14:45:06,2026-06-14 14:59:34,L0418,梁波
SO202606140170,1,SKU0407,5,2026-06-14 14:27:55,2026-06-14 15:06:34,2026-06-14 15:10:21,2026-06-14 15:11:32,2026-06-14 15:17:18,L0758,张晨
SO202606140171,1,SKU0221,3,2026-06-14 14:27:12,2026-06-14 14:40:20,2026-06-14 14:43:10,2026-06-14 14:44:17,2026-06-14 15:23:52,L0315,田桂兰
SO202606140172,1,SKU0407,4,2026-06-14 14:28:37,2026-06-14 14:44:08,2026-06-14 14:47:35,2026-06-14 14:48:21,2026-06-14 15:22:19,L0758,叶华
SO202606140173,1,SKU0145,2,2026-06-14 14:29:45,2026-06-14 14:53:17,2026-06-14 14:56:32,2026-06-14 14:58:11,2026-06-14 15:08:27,L0800,刘艳
SO202606140174,1,SKU0231,4,2026-06-14 14:30:39,2026-06-14 14:59:44,2026-06-14 15:02:21,2026-06-14 15:03:55,2026-06-14 15:33:33,L0272,张晨
SO202606140175,1,SKU0145,4,2026-06-14 14:30:35,2026-06-14 14:51:15,2026-06-14 14:54:59,2026-06-14 14:56:00,2026-06-14 15:05:15,L0800,孙桂英
SO202606140175,2,SKU0452,3,2026-06-14 14:30:11,2026-06-14 14:57:59,2026-06-14 15:00:27,2026-06-14 15:01:20,2026-06-14 15:15:54,L0351,田桂兰
SO202606140175,3,SKU0260,1,2026-06-14 14:30:57,2026-06-14 14:51:18,2026-06-14 14:53:24,2026-06-14 14:54:30,2026-06-14 15:35:42,L0119,黄利
SO202606140176,1,SKU0459,5,2026-06-14 14:31:35,2026-06-14 15:10:21,2026-06-14 15:13:38,2026-06-14 15:15:28,2026-06-14 15:48:56,L0716,李英
SO202606140176,2,SKU0317,4,2026-06-14 14:31:35,2026-06-14 14:49:04,2026-06-14 14:52:19,2026-06-14 14:53:25,2026-06-14 15:06:27,L0677,田桂兰
SO202606140176,3,SKU0455,1,2026-06-14 14:31:23,2026-06-14 14:53:38,2026-06-14 14:56:39,2026-06-14 14:58:12,2026-06-14 15:18:10,L0639,李辉
SO202606140177,1,SKU0371,5,2026-06-14 14:31:54,2026-06-14 14:46:22,2026-06-14 14:49:32,2026-06-14 14:50:45,2026-06-14 15:28:13,L0559,黄利
SO202606140178,1,SKU0205,3,2026-06-14 14:32:17,2026-06-14 14:48:49,2026-06-14 14:52:09,2026-06-14 14:53:17,2026-06-14 15:19:56,L0795,魏斌
SO202606140178,2,SKU0015,1,2026-06-14 14:32:26,2026-06-14 14:50:51,2026-06-14 14:52:45,2026-06-14 14:54:05,2026-06-14 15:04:56,L0454,阎玉梅
SO202606140179,1,SKU0455,5,2026-06-14 14:34:34,2026-06-14 14:53:09,2026-06-14 14:56:07,2026-06-14 14:57:51,2026-06-14 15:17:08,L0639,阎玉梅
SO202606140179,2,SKU0046,3,2026-06-14 14:34:59,2026-06-14 14:49:55,2026-06-14 14:52:02,2026-06-14 14:53:26,2026-06-14 15:35:36,L0764,李辉
SO202606140180,1,SKU0222,4,2026-06-14 14:34:38,2026-06-14 14:50:45,2026-06-14 14:53:44,2026-06-14 14:55:28,2026-06-14 15:08:28,L0508,何丽
SO202606140181,1,SKU0064,2,2026-06-14 14:37:25,2026-06-14 14:53:48,2026-06-14 14:56:19,2026-06-14 14:57:22,2026-06-14 15:18:56,L0513,张晨
SO202606140181,2,SKU0392,4,2026-06-14 14:37:53,2026-06-14 14:53:47,2026-06-14 14:56:03,2026-06-14 14:56:48,2026-06-14 15:12:55,L0308,张晨
SO202606140182,1,SKU0232,2,2026-06-14 14:42:13,2026-06-14 14:54:54,2026-06-14 14:57:49,2026-06-14 14:58:38,2026-06-14 15:36:10,L0630,孙桂英
SO202606140183,1,SKU0480,1,2026-06-14 14:43:01,2026-06-14 15:13:26,2026-06-14 15:16:25,2026-06-14 15:17:19,2026-06-14 15:53:33,L0789,梁波
SO202606140184,1,SKU0206,5,2026-06-14 14:47:31,2026-06-14 15:20:45,2026-06-14 15:24:52,2026-06-14 15:26:16,2026-06-14 15:52:57,L0760,孙桂英
SO202606140185,1,SKU0157,5,2026-06-14 14:49:07,2026-06-14 15:06:05,2026-06-14 15:08:30,2026-06-14 15:09:28,2026-06-14 15:16:11,L0616,魏斌
SO202606140186,1,SKU0239,5,2026-06-14 14:50:00,2026-06-14 15:21:12,2026-06-14 15:23:00,2026-06-14 15:23:54,2026-06-14 15:56:04,L0342,梁波
SO202606140186,2,SKU0065,3,2026-06-14 14:50:32,2026-06-14 15:16:46,2026-06-14 15:18:33,2026-06-14 15:20:09,2026-06-14 15:46:59,L0721,阎玉梅
SO202606140187,1,SKU0456,3,2026-06-14 14:50:43,2026-06-14 15:10:54,2026-06-14 15:13:38,2026-06-14 15:15:14,2026-06-14 15:40:59,L0517,张瑜
SO202606140187,2,SKU0414,4,2026-06-14 14:50:43,2026-06-14 15:24:09,2026-06-14 15:26:57,2026-06-14 15:27:38,2026-06-14 15:46:35,L0766,唐海燕
SO202606140187,3,SKU0025,4,2026-06-14 14:50:43,2026-06-14 15:33:55,2026-06-14 15:36:55,2026-06-14 15:38:12,2026-06-14 15:50:34,L0718,刘楠
SO202606140188,1,SKU0170,1,2026-06-14 14:51:32,2026-06-14 15:19:15,2026-06-14 15:20:59,2026-06-14 15:22:01,2026-06-14 15:27:39,L0224,梁波
SO202606140189,1,SKU0480,3,2026-06-14 14:51:51,2026-06-14 15:17:17,2026-06-14 15:20:26,2026-06-14 15:21:23,2026-06-14 15:47:22,L0789,李英
SO202606140190,1,SKU0407,5,2026-06-14 14:53:24,2026-06-14 15:17:18,2026-06-14 15:20:34,2026-06-14 15:21:38,2026-06-14 15:27:51,L0758,李英
SO202606140191,1,SKU0380,2,2026-06-14 14:54:43,2026-06-14 15:14:02,2026-06-14 15:15:59,2026-06-14 15:17:12,2026-06-14 15:49:37,L0195,阎玉梅
SO202606140191,2,SKU0332,4,2026-06-14 14:54:03,2026-06-14 15:31:59,2026-06-14 15:35:53,2026-06-14 15:37:26,2026-06-14 15:46:57,L0759,姜琳
SO202606140192,1,SKU0168,1,2026-06-14 14:56:02,2026-06-14 15:28:39,2026-06-14 15:31:58,2026-06-14 15:33:09,2026-06-14 16:13:10,L0792,樊桂芳
SO202606140193,1,SKU0145,5,2026-06-14 15:06:13,2026-06-14 15:39:23,2026-06-14 15:43:01,2026-06-14 15:44:32,2026-06-14 16:00:55,L0800,魏斌
SO202606140194,1,SKU0162,4,2026-06-14 15:08:53,2026-06-14 15:45:12,2026-06-14 15:48:48,2026-06-14 15:49:39,2026-06-14 15:58:04,L0785,孙桂英
SO202606140194,2,SKU0025,1,2026-06-14 15:08:30,2026-06-14 15:51:20,2026-06-14 15:54:19,2026-06-14 15:55:17,2026-06-14 16:25:10,L0718,何丽
SO202606140194,3,SKU0102,1,2026-06-14 15:08:32,2026-06-14 15:56:44,2026-06-14 15:59:55,2026-06-14 16:01:25,2026-06-14 16:34:39,L0634,梁波
SO202606140195,1,SKU0219,1,2026-06-14 15:09:04,2026-06-14 15:40:46,2026-06-14 15:42:24,2026-06-14 15:43:25,2026-06-14 15:52:30,L0492,黄成
SO202606140195,2,SKU0145,5,2026-06-14 15:09:36,2026-06-14 15:32:44,2026-06-14 15:36:47,2026-06-14 15:37:40,2026-06-14 15:52:13,L0800,黄利
SO202606140196,1,SKU0205,2,2026-06-14 15:09:57,2026-06-14 15:41:02,2026-06-14 15:44:26,2026-06-14 15:45:58,2026-06-14 16:02:11,L0795,何丽
SO202606140196,2,SKU0145,3,2026-06-14 15:09:24,2026-06-14 15:52:39,2026-06-14 15:55:46,2026-06-14 15:56:24,2026-06-14 16:26:31,L0800,樊桂芳
SO202606140196,3,SKU0045,1,2026-06-14 15:09:18,2026-06-14 15:34:22,2026-06-14 15:37:07,2026-06-14 15:38:25,2026-06-14 15:55:33,L0668,樊桂芳
SO202606140197,1,SKU0438,4,2026-06-14 15:09:25,2026-06-14 15:22:04,2026-06-14 15:25:53,2026-06-14 15:26:54,2026-06-14 15:38:49,L0719,张瑜
SO202606140197,2,SKU0168,2,2026-06-14 15:09:22,2026-06-14 15:42:38,2026-06-14 15:45:45,2026-06-14 15:46:42,2026-06-14 16:30:25,L0792,陈云
SO202606140198,1,SKU0418,4,2026-06-14 15:10:22,2026-06-14 15:36:36,2026-06-14 15:39:08,2026-06-14 15:40:55,2026-06-14 15:59:19,L0771,魏斌
SO202606140199,1,SKU0379,2,2026-06-14 15:13:58,2026-06-14 15:32:15,2026-06-14 15:35:03,2026-06-14 15:36:15,2026-06-14 15:43:05,L0782,刘艳
SO202606140200,1,SKU0099,3,2026-06-14 15:13:47,2026-06-14 15:34:25,2026-06-14 15:35:53,2026-06-14 15:37:29,2026-06-14 16:07:03,L0025,黄利
SO202606140200,2,SKU0389,1,2026-06-14 15:13:37,2026-06-14 15:32:35,2026-06-14 15:35:48,2026-06-14 15:36:55,2026-06-14 15:52:03,L0477,张瑜
SO202606140201,1,SKU0256,1,2026-06-14 15:17:00,2026-06-14 15:47:27,2026-06-14 15:49:00,2026-06-14 15:50:28,2026-06-14 16:06:36,L0104,何丽
SO202606140202,1,SKU0206,1,2026-06-14 15:20:28,2026-06-14 15:53:30,2026-06-14 15:56:51,2026-06-14 15:57:47,2026-06-14 16:23:46,L0760,张瑜
SO202606140203,1,SKU0392,2,2026-06-14 15:20:10,2026-06-14 15:36:15,2026-06-14 15:38:22,2026-06-14 15:39:25,2026-06-14 15:46:39,L0308,张晨
SO202606140203,2,SKU0153,5,2026-06-14 15:20:05,2026-06-14 15:47:40,2026-06-14 15:50:59,2026-06-14 15:52:00,2026-06-14 16:14:15,L0713,刘艳
SO202606140203,3,SKU0186,2,2026-06-14 15:20:44,2026-06-14 15:41:25,2026-06-14 15:43:04,2026-06-14 15:44:04,2026-06-14 16:18:26,L0039,樊桂芳
SO202606140204,1,SKU0027,4,2026-06-14 15:25:26,2026-06-14 15:37:06,2026-06-14 15:40:16,2026-06-14 15:41:25,2026-06-14 16:12:53,L0558,叶华
SO202606140204,2,SKU0257,2,2026-06-14 15:25:24,2026-06-14 15:39:21,2026-06-14 15:42:59,2026-06-14 15:43:35,2026-06-14 16:21:55,L0715,唐海燕
SO202606140204,3,SKU0076,3,2026-06-14 15:25:34,2026-06-14 15:57:40,2026-06-14 16:01:11,2026-06-14 16:02:25,2026-06-14 16:09:07,L0680,陈云
SO202606140205,1,SKU0206,4,2026-06-14 15:25:25,2026-06-14 15:59:34,2026-06-14 16:03:18,2026-06-14 16:04:06,2026-06-14 16:27:16,L0760,樊桂芳
SO202606140205,2,SKU0403,5,2026-06-14 15:25:13,2026-06-14 15:48:15,2026-06-14 15:49:02,2026-06-14 15:49:58,2026-06-14 16:24:31,L0128,阎玉梅
SO202606140206,1,SKU0206,2,2026-06-14 15:26:37,2026-06-14 15:57:17,2026-06-14 16:01:15,2026-06-14 16:02:27,2026-06-14 16:23:36,L0760,梁波
SO202606140206,2,SKU0145,4,2026-06-14 15:26:05,2026-06-14 15:55:28,2026-06-14 15:59:02,2026-06-14 16:00:45,2026-06-14 16:14:42,L0800,梁波
SO202606140207,1,SKU0054,1,2026-06-14 15:26:04,2026-06-14 15:48:12,2026-06-14 15:50:09,2026-06-14 15:51:37,2026-06-14 15:56:56,L0686,刘艳
SO202606140207,2,SKU0076,2,2026-06-14 15:26:13,2026-06-14 15:45:55,2026-06-14 15:48:59,2026-06-14 15:49:57,2026-06-14 15:56:04,L0680,黄成
SO202606140208,1,SKU0206,3,2026-06-14 15:26:41,2026-06-14 15:42:08,2026-06-14 15:45:53,2026-06-14 15:47:46,2026-06-14 15:59:49,L0760,田桂兰
SO202606140208,2,SKU0394,5,2026-06-14 15:26:34,2026-06-14 16:01:50,2026-06-14 16:03:08,2026-06-14 16:03:50,2026-06-14 16:45:06,L0545,李辉
SO202606140208,3,SKU0332,4,2026-06-14 15:26:46,2026-06-14 15:52:31,2026-06-14 15:55:42,2026-06-14 15:56:20,2026-06-14 16:24:20,L0759,梁波
SO202606140209,1,SKU0068,2,2026-06-14 15:31:42,2026-06-14 16:02:24,2026-06-14 16:03:40,2026-06-14 16:04:33,2026-06-14 16:21:34,L0572,梁波
SO202606140210,1,SKU0332,4,2026-06-14 15:31:23,2026-06-14 15:59:35,2026-06-14 16:03:16,2026-06-14 16:04:17,2026-06-14 16:36:57,L0759,李辉
SO202606140210,2,SKU0221,1,2026-06-14 15:31:55,2026-06-14 16:05:41,2026-06-14 16:06:58,2026-06-14 16:08:32,2026-06-14 16:33:52,L0315,刘楠
SO202606140211,1,SKU0421,5,2026-06-14 15:35:41,2026-06-14 16:06:14,2026-06-14 16:07:53,2026-06-14 16:09:24,2026-06-14 16:42:33,L0791,何丽
SO202606140211,2,SKU0205,5,2026-06-14 15:35:03,2026-06-14 16:02:05,2026-06-14 16:03:49,2026-06-14 16:04:59,2026-06-14 16:20:43,L0795,魏斌
SO202606140212,1,SKU0019,3,2026-06-14 15:37:27,2026-06-14 15:59:41,2026-06-14 16:01:58,2026-06-14 16:03:02,2026-06-14 16:33:35,L0761,张晨
SO202606140213,1,SKU0230,5,2026-06-14 15:39:01,2026-06-14 16:08:21,2026-06-14 16:09:47,2026-06-14 16:10:31,2026-06-14 16:52:38,L0699,魏斌
SO202606140213,2,SKU0322,1,2026-06-14 15:39:25,2026-06-14 16:23:15,2026-06-14 16:24:10,2026-06-14 16:25:06,2026-06-14 16:59:37,L0489,何丽
SO202606140213,3,SKU0047,5,2026-06-14 15:39:11,2026-06-14 16:13:18,2026-06-14 16:14:40,2026-06-14 16:15:49,2026-06-14 16:29:59,L0509,陈云
SO202606140214,1,SKU0407,4,2026-06-14 15:41:01,2026-06-14 16:16:46,2026-06-14 16:18:35,2026-06-14 16:19:26,2026-06-14 16:56:50,L0758,樊桂芳
SO202606140214,2,SKU0052,5,2026-06-14 15:41:18,2026-06-14 16:02:49,2026-06-14 16:04:31,2026-06-14 16:05:47,2026-06-14 16:18:45,L0793,何丽
SO202606140215,1,SKU0495,2,2026-06-14 15:41:58,2026-06-14 15:54:28,2026-06-14 15:57:44,2026-06-14 15:59:12,2026-06-14 16:17:13,L0794,黄成
SO202606140216,1,SKU0106,5,2026-06-14 15:41:33,2026-06-14 16:10:19,2026-06-14 16:11:50,2026-06-14 16:12:39,2026-06-14 16:27:31,L0632,李辉
SO202606140217,1,SKU0263,5,2026-06-14 15:41:29,2026-06-14 16:02:40,2026-06-14 16:04:00,2026-06-14 16:05:11,2026-06-14 16:48:25,L0735,樊桂芳
SO202606140217,2,SKU0385,3,2026-06-14 15:41:31,2026-06-14 16:14:16,2026-06-14 16:15:55,2026-06-14 16:17:00,2026-06-14 16:32:24,L0597,张瑜
SO202606140218,1,SKU0480,4,2026-06-14 15:41:52,2026-06-14 15:56:06,2026-06-14 15:59:47,2026-06-14 16:00:54,2026-06-14 16:31:21,L0789,陈云
SO202606140218,2,SKU0246,5,2026-06-14 15:41:51,2026-06-14 16:07:31,2026-06-14 16:08:58,2026-06-14 16:09:43,2026-06-14 16:41:04,L0352,唐海燕
SO202606140219,1,SKU0355,1,2026-06-14 15:43:24,2026-06-14 16:19:50,2026-06-14 16:21:07,2026-06-14 16:22:25,2026-06-14 16:27:26,L0357,张晨
SO202606140219,2,SKU0002,5,2026-06-14 15:43:40,2026-06-14 16:06:49,2026-06-14 16:08:19,2026-06-14 16:09:36,2026-06-14 16:28:15,L0781,何丽
SO202606140219,3,SKU0060,3,2026-06-14 15:43:16,2026-06-14 16:29:58,2026-06-14 16:31:17,2026-06-14 16:32:16,2026-06-14 16:50:09,L0512,李辉
SO202606140220,1,SKU0388,3,2026-06-14 15:43:04,2026-06-14 16:10:25,2026-06-14 16:12:02,2026-06-14 16:13:06,2026-06-14 16:38:55,L0708,刘艳
SO202606140220,2,SKU0145,1,2026-06-14 15:43:45,2026-06-14 16:19:30,2026-06-14 16:21:25,2026-06-14 16:22:57,2026-06-14 16:33:12,L0800,田桂兰
SO202606140220,3,SKU0451,3,2026-06-14 15:43:56,2026-06-14 16:11:21,2026-06-14 16:12:52,2026-06-14 16:13:57,2026-06-14 16:23:33,L0706,田桂兰
SO202606140221,1,SKU0010,1,2026-06-14 15:44:46,2026-06-14 16:08:36,2026-06-14 16:10:19,2026-06-14 16:12:07,2026-06-14 16:22:16,L0598,何丽
SO202606140222,1,SKU0495,2,2026-06-14 15:45:02,2026-06-14 16:07:45,2026-06-14 16:09:27,2026-06-14 16:11:07,2026-06-14 16:28:31,L0794,魏斌
SO202606140222,2,SKU0099,4,2026-06-14 15:45:53,2026-06-14 16:23:34,2026-06-14 16:24:22,2026-06-14 16:26:07,2026-06-14 16:38:47,L0025,孙桂英
SO202606140223,1,SKU0033,4,2026-06-14 15:48:41,2026-06-14 16:03:19,2026-06-14 16:05:05,2026-06-14 16:05:39,2026-06-14 16:15:42,L0797,刘楠
SO202606140223,2,SKU0033,5,2026-06-14 15:48:45,2026-06-14 16:16:41,2026-06-14 16:18:32,2026-06-14 16:20:06,2026-06-14 16:47:36,L0797,阎玉梅
SO202606140224,1,SKU0249,2,2026-06-14 15:51:10,2026-06-14 16:02:28,2026-06-14 16:04:05,2026-06-14 16:05:17,2026-06-14 16:20:11,L0790,刘楠
SO202606140224,2,SKU0317,5,2026-06-14 15:51:42,2026-06-14 16:27:20,2026-06-14 16:29:09,2026-06-14 16:29:51,2026-06-14 16:37:13,L0677,张晨
SO202606140225,1,SKU0169,2,2026-06-14 15:52:32,2026-06-14 16:03:55,2026-06-14 16:04:44,2026-06-14 16:05:57,2026-06-14 16:41:32,L0105,叶华
SO202606140226,1,SKU0469,2,2026-06-14 15:56:00,2026-06-14 16:18:53,2026-06-14 16:19:53,2026-06-14 16:21:18,2026-06-14 16:29:36,L0296,张晨
SO202606140226,2,SKU0001,1,2026-06-14 15:56:25,2026-06-14 16:19:35,2026-06-14 16:20:53,2026-06-14 16:21:58,2026-06-14 17:01:32,L0588,张晨
SO202606140227,1,SKU0205,4,2026-06-14 15:57:10,2026-06-14 16:17:08,2026-06-14 16:18:59,2026-06-14 16:20:25,2026-06-14 16:36:02,L0795,黄成
SO202606140227,2,SKU0429,5,2026-06-14 15:57:46,2026-06-14 16:15:07,2026-06-14 16:16:44,2026-06-14 16:18:15,2026-06-14 17:03:03,L0755,阎玉梅
SO202606140228,1,SKU0132,1,2026-06-14 15:59:34,2026-06-14 16:31:53,2026-06-14 16:32:46,2026-06-14 16:33:51,2026-06-14 16:56:41,L0602,刘楠
SO202606140229,1,SKU0205,1,2026-06-14 16:02:04,2026-06-14 16:18:53,2026-06-14 16:20:44,2026-06-14 16:21:55,2026-06-14 16:51:47,L0795,张晨
SO202606140229,2,SKU0495,1,2026-06-14 16:02:34,2026-06-14 16:33:01,2026-06-14 16:34:44,2026-06-14 16:36:07,2026-06-14 16:53:39,L0794,何丽
SO202606140230,1,SKU0407,4,2026-06-14 16:07:30,2026-06-14 16:44:49,2026-06-14 16:46:47,2026-06-14 16:47:18,2026-06-14 16:53:59,L0758,李英
SO202606140230,2,SKU0145,2,2026-06-14 16:07:39,2026-06-14 16:39:13,2026-06-14 16:41:01,2026-06-14 16:42:30,2026-06-14 17:20:29,L0800,樊桂芳
SO202606140231,1,SKU0010,2,2026-06-14 16:08:23,2026-06-14 16:34:28,2026-06-14 16:36:06,2026-06-14 16:36:53,2026-06-14 16:54:13,L0598,李辉
SO202606140232,1,SKU0223,1,2026-06-14 16:10:37,2026-06-14 16:24:54,2026-06-14 16:25:46,2026-06-14 16:27:04,2026-06-14 16:54:48,L0565,黄成
